,OP,TABLE,SAVE,CAT,NAME,TYPE,START,STOP,DEFAULT
320,PERLND,IRRIG-SCHED,PWATER,PARAMETERS,IRDUR1,R,29,34,0
321,PERLND,IRRIG-SCHED,PWATER,PARAMETERS,IRRAT1,R,34,50,0
322,PERLND,IRRIG-SCHED,PWATER,PARAMETERS,IRYR2,R,50,55,0
323,PERLND,IRRIG-SCHED,PWATER,PARAMETERS,IRMO2,R,55,58,1
324,PERLND,IRRIG-SCHED,PWATER,PARAMETERS,IRDY2,R,58,61,1
325,PERLND,IRRIG-SCHED,PWATER,PARAMETERS,IRHR2,R,61,64,0
326,PERLND,IRRIG-SCHED,PWATER,PARAMETERS,IRMI2,R,64,66,0
327,PERLND,IRRIG-SCHED,PWATER,PARAMETERS,IRDUR2,R,66,71,0
328,PERLND,IRRIG-SCHED,PWATER,PARAMETERS,IRRAT2,R,71,81,0
329,PERLND,MON-IRR-CRDP,PWATER,MONTHLYS,OPNID,C,0,10,None
330,PERLND,MON-IRR-CRDP,PWATER,MONTHLYS,CRDJAN,R,10,15,0
331,PERLND,MON-IRR-CRDP,PWATER,MONTHLYS,CRDFEB,R,15,20,0
332,PERLND,MON-IRR-CRDP,PWATER,MONTHLYS,CRDMAR,R,20,25,0
333,PERLND,MON-IRR-CRDP,PWATER,MONTHLYS,CRDAPR,R,25,30,0
334,PERLND,MON-IRR-CRDP,PWATER,MONTHLYS,CRDMAY,R,30,35,0
335,PERLND,MON-IRR-CRDP,PWATER,MONTHLYS,CRDJUN,R,35,40,0
336,PERLND,MON-IRR-CRDP,PWATER,MONTHLYS,CRDJUL,R,40,45,0
337,PERLND,MON-IRR-CRDP,PWATER,MONTHLYS,CRDAUG,R,45,50,0
338,PERLND,MON-IRR-CRDP,PWATER,MONTHLYS,CRDSEP,R,50,55,0
339,PERLND,MON-IRR-CRDP,PWATER,MONTHLYS,CRDOCT,R,55,60,0
340,PERLND,MON-IRR-CRDP,PWATER,MONTHLYS,CRDNOV,R,60,65,0
341,PERLND,MON-IRR-CRDP,PWATER,MONTHLYS,CRDDEC,R,65,70,0
342,PERLND,MON-IRR-AWD,PWATER,MONTHLYS,OPNID,C,0,10,None
343,PERLND,MON-IRR-AWD,PWATER,MONTHLYS,AWDJAN,R,10,15,0
344,PERLND,MON-IRR-AWD,PWATER,MONTHLYS,AWDFEB,R,15,20,0
345,PERLND,MON-IRR-AWD,PWATER,MONTHLYS,AWDMAR,R,20,25,0
346,PERLND,MON-IRR-AWD,PWATER,MONTHLYS,AWDAPR,R,25,30,0
347,PERLND,MON-IRR-AWD,PWATER,MONTHLYS,AWDMAY,R,30,35,0
348,PERLND,MON-IRR-AWD,PWATER,MONTHLYS,AWDJUN,R,35,40,0
349,PERLND,MON-IRR-AWD,PWATER,MONTHLYS,AWDJUL,R,40,45,0
350,PERLND,MON-IRR-AWD,PWATER,MONTHLYS,AWDAUG,R,45,50,0
351,PERLND,MON-IRR-AWD,PWATER,MONTHLYS,AWDSEP,R,50,55,0
352,PERLND,MON-IRR-AWD,PWATER,MONTHLYS,AWDOCT,R,55,60,0
353,PERLND,MON-IRR-AWD,PWATER,MONTHLYS,AWDNOV,R,60,65,0
354,PERLND,MON-IRR-AWD,PWATER,MONTHLYS,AWDDEC,R,65,70,0
355,PERLND,PWAT-CANOPY,PWATER,CANOPY,OPNID,C,0,10,None
356,PERLND,PWAT-CANOPY,PWATER,CANOPY,CANOPY,R,10,20,1
357,PERLND,PWAT-CANOPY,PWATER,CANOPY,CANNAM,C,23,35,None
358,PERLND,PWAT-CANOPY,PWATER,CANOPY,CEPSC,R,35,45,0
359,PERLND,PWAT-CANOPY,PWATER,CANOPY,CEPS,R,45,55,0
360,PERLND,SED-PARM1,SEDMNT,PARAMETERS,OPNID,C,0,10,None
361,PERLND,SED-PARM1,SEDMNT,PARAMETERS,CRVFG,I,10,15,0
362,PERLND,SED-PARM1,SEDMNT,PARAMETERS,VSIVFG,I,15,20,0
363,PERLND,SED-PARM1,SEDMNT,PARAMETERS,SDOPFG,I,20,25,0
364,PERLND,SED-PARM2,SEDMNT,PARAMETERS,OPNID,C,0,10,None
365,PERLND,SED-PARM2,SEDMNT,PARAMETERS,SMPF,R,10,20,1
366,PERLND,SED-PARM2,SEDMNT,PARAMETERS,KRER,R,20,30,0
367,PERLND,SED-PARM2,SEDMNT,PARAMETERS,JRER,R,30,40,-999
368,PERLND,SED-PARM2,SEDMNT,PARAMETERS,AFFIX,R,40,50,0
369,PERLND,SED-PARM2,SEDMNT,PARAMETERS,COVER,R,50,60,0
370,PERLND,SED-PARM2,SEDMNT,PARAMETERS,NVSI,R,60,70,0
371,PERLND,SED-PARM3,SEDMNT,PARAMETERS,OPNID,C,0,10,None
372,PERLND,SED-PARM3,SEDMNT,PARAMETERS,KSER,R,10,20,0
373,PERLND,SED-PARM3,SEDMNT,PARAMETERS,JSER,R,20,30,-999
374,PERLND,SED-PARM3,SEDMNT,PARAMETERS,KGER,R,30,40,0
375,PERLND,SED-PARM3,SEDMNT,PARAMETERS,JGER,R,40,50,-999
376,PERLND,MON-COVER,SEDMNT,MONTHLYS,OPNID,C,0,10,None
377,PERLND,MON-COVER,SEDMNT,MONTHLYS,COVJAN,R,10,15,0
378,PERLND,MON-COVER,SEDMNT,MONTHLYS,COVFEB,R,15,20,0
379,PERLND,MON-COVER,SEDMNT,MONTHLYS,COVMAR,R,20,25,0
380,PERLND,MON-COVER,SEDMNT,MONTHLYS,COVAPR,R,25,30,0
381,PERLND,MON-COVER,SEDMNT,MONTHLYS,COVMAY,R,30,35,0
382,PERLND,MON-COVER,SEDMNT,MONTHLYS,COVJUN,R,35,40,0
383,PERLND,MON-COVER,SEDMNT,MONTHLYS,COVJUL,R,40,45,0
384,PERLND,MON-COVER,SEDMNT,MONTHLYS,COVAUG,R,45,50,0
385,PERLND,MON-COVER,SEDMNT,MONTHLYS,COVSEP,R,50,55,0
386,PERLND,MON-COVER,SEDMNT,MONTHLYS,COVOCT,R,55,60,0
387,PERLND,MON-COVER,SEDMNT,MONTHLYS,COVNOV,R,60,65,0
388,PERLND,MON-COVER,SEDMNT,MONTHLYS,COVDEC,R,65,70,0
389,PERLND,MON-NVSI,SEDMNT,MONTHLYS,OPNID,C,0,10,None
390,PERLND,MON-NVSI,SEDMNT,MONTHLYS,NVSJAN,R,10,15,0
391,PERLND,MON-NVSI,SEDMNT,MONTHLYS,NVSFEB,R,15,20,0
392,PERLND,MON-NVSI,SEDMNT,MONTHLYS,NVSMAR,R,20,25,0
393,PERLND,MON-NVSI,SEDMNT,MONTHLYS,NVSAPR,R,25,30,0
394,PERLND,MON-NVSI,SEDMNT,MONTHLYS,NVSMAY,R,30,35,0
395,PERLND,MON-NVSI,SEDMNT,MONTHLYS,NVSJUN,R,35,40,0
396,PERLND,MON-NVSI,SEDMNT,MONTHLYS,NVSJUL,R,40,45,0
397,PERLND,MON-NVSI,SEDMNT,MONTHLYS,NVSAUG,R,45,50,0
398,PERLND,MON-NVSI,SEDMNT,MONTHLYS,NVSSEP,R,50,55,0
399,PERLND,MON-NVSI,SEDMNT,MONTHLYS,NVSOCT,R,55,60,0
400,PERLND,MON-NVSI,SEDMNT,MONTHLYS,NVSNOV,R,60,65,0
401,PERLND,MON-NVSI,SEDMNT,MONTHLYS,NVSDEC,R,65,70,0
402,PERLND,SED-STOR,SEDMNT,PARAMETERS,OPNID,C,0,10,None
403,PERLND,SED-STOR,SEDMNT,PARAMETERS,DETS,R,10,20,0
404,PERLND,PSTEMP-PARM1,PSTEMP,PARAMETERS,OPNID,C,0,10,None
405,PERLND,PSTEMP-PARM1,PSTEMP,PARAMETERS,SLTVFG,I,10,15,0
406,PERLND,PSTEMP-PARM1,PSTEMP,PARAMETERS,ULTVFG,I,15,20,0
407,PERLND,PSTEMP-PARM1,PSTEMP,PARAMETERS,LGTVFG,I,20,25,0
408,PERLND,PSTEMP-PARM1,PSTEMP,PARAMETERS,TSOPFG,I,25,30,0
409,PERLND,PSTEMP-PARM2,PSTEMP,PARAMETERS,OPNID,C,0,10,None
410,PERLND,PSTEMP-PARM2,PSTEMP,PARAMETERS,ASLT,R,10,20,32
411,PERLND,PSTEMP-PARM2,PSTEMP,PARAMETERS,BSLT,R,20,30,1
412,PERLND,PSTEMP-PARM2,PSTEMP,PARAMETERS,ULTP1,R,30,40,-999
413,PERLND,PSTEMP-PARM2,PSTEMP,PARAMETERS,ULTP2,R,40,50,-999
414,PERLND,PSTEMP-PARM2,PSTEMP,PARAMETERS,LGTP1,R,50,60,-999
415,PERLND,PSTEMP-PARM2,PSTEMP,PARAMETERS,LGTP2,R,60,70,-999
416,PERLND,MON-ASLT,PSTEMP,MONTHLYS,OPNID,C,0,10,None
417,PERLND,MON-ASLT,PSTEMP,MONTHLYS,SLTJAN,R,10,15,32
418,PERLND,MON-ASLT,PSTEMP,MONTHLYS,SLTFEB,R,15,20,32
419,PERLND,MON-ASLT,PSTEMP,MONTHLYS,SLTMAR,R,20,25,32
420,PERLND,MON-ASLT,PSTEMP,MONTHLYS,SLTAPR,R,25,30,32
421,PERLND,MON-ASLT,PSTEMP,MONTHLYS,SLTMAY,R,30,35,32
422,PERLND,MON-ASLT,PSTEMP,MONTHLYS,SLTJUN,R,35,40,32
423,PERLND,MON-ASLT,PSTEMP,MONTHLYS,SLTJUL,R,40,45,32
424,PERLND,MON-ASLT,PSTEMP,MONTHLYS,SLTAUG,R,45,50,32
425,PERLND,MON-ASLT,PSTEMP,MONTHLYS,SLTSEP,R,50,55,32
426,PERLND,MON-ASLT,PSTEMP,MONTHLYS,SLTOCT,R,55,60,32
427,PERLND,MON-ASLT,PSTEMP,MONTHLYS,SLTNOV,R,60,65,32
428,PERLND,MON-ASLT,PSTEMP,MONTHLYS,SLTDEC,R,65,70,32
429,PERLND,MON-BSLT,PSTEMP,MONTHLYS,OPNID,C,0,10,None
430,PERLND,MON-BSLT,PSTEMP,MONTHLYS,BSTJAN,R,10,15,1
431,PERLND,MON-BSLT,PSTEMP,MONTHLYS,BSTFEB,R,15,20,1
432,PERLND,MON-BSLT,PSTEMP,MONTHLYS,BSTMAR,R,20,25,1
433,PERLND,MON-BSLT,PSTEMP,MONTHLYS,BSTAPR,R,25,30,1
434,PERLND,MON-BSLT,PSTEMP,MONTHLYS,BSTMAY,R,30,35,1
435,PERLND,MON-BSLT,PSTEMP,MONTHLYS,BSTJUN,R,35,40,1
436,PERLND,MON-BSLT,PSTEMP,MONTHLYS,BSTJUL,R,40,45,1
437,PERLND,MON-BSLT,PSTEMP,MONTHLYS,BSTAUG,R,45,50,1
438,PERLND,MON-BSLT,PSTEMP,MONTHLYS,BSTSEP,R,50,55,1
439,PERLND,MON-BSLT,PSTEMP,MONTHLYS,BSTOCT,R,55,60,1
440,PERLND,MON-BSLT,PSTEMP,MONTHLYS,BSTNOV,R,60,65,1
441,PERLND,MON-BSLT,PSTEMP,MONTHLYS,BSTDEC,R,65,70,1
442,PERLND,MON-ULTP1,PSTEMP,MONTHLYS,OPNID,C,0,10,None
443,PERLND,MON-ULTP1,PSTEMP,MONTHLYS,UT1JAN,R,10,15,-999
444,PERLND,MON-ULTP1,PSTEMP,MONTHLYS,UT1FEB,R,15,20,-999
445,PERLND,MON-ULTP1,PSTEMP,MONTHLYS,UT1MAR,R,20,25,-999
446,PERLND,MON-ULTP1,PSTEMP,MONTHLYS,UT1APR,R,25,30,-999
447,PERLND,MON-ULTP1,PSTEMP,MONTHLYS,UT1MAY,R,30,35,-999
448,PERLND,MON-ULTP1,PSTEMP,MONTHLYS,UT1JUN,R,35,40,-999
449,PERLND,MON-ULTP1,PSTEMP,MONTHLYS,UT1JUL,R,40,45,-999
450,PERLND,MON-ULTP1,PSTEMP,MONTHLYS,UT1AUG,R,45,50,-999
451,PERLND,MON-ULTP1,PSTEMP,MONTHLYS,UT1SEP,R,50,55,-999
452,PERLND,MON-ULTP1,PSTEMP,MONTHLYS,UT1OCT,R,55,60,-999
453,PERLND,MON-ULTP1,PSTEMP,MONTHLYS,UT1NOV,R,60,65,-999
454,PERLND,MON-ULTP1,PSTEMP,MONTHLYS,UT1DEC,R,65,70,-999
455,PERLND,MON-ULTP2,PSTEMP,MONTHLYS,OPNID,C,0,10,None
456,PERLND,MON-ULTP2,PSTEMP,MONTHLYS,UT2JAN,R,10,15,-999
457,PERLND,MON-ULTP2,PSTEMP,MONTHLYS,UT2FEB,R,15,20,-999
458,PERLND,MON-ULTP2,PSTEMP,MONTHLYS,UT2MAR,R,20,25,-999
459,PERLND,MON-ULTP2,PSTEMP,MONTHLYS,UT2APR,R,25,30,-999
460,PERLND,MON-ULTP2,PSTEMP,MONTHLYS,UT2MAY,R,30,35,-999
461,PERLND,MON-ULTP2,PSTEMP,MONTHLYS,UT2JUN,R,35,40,-999
462,PERLND,MON-ULTP2,PSTEMP,MONTHLYS,UT2JUL,R,40,45,-999
463,PERLND,MON-ULTP2,PSTEMP,MONTHLYS,UT2AUG,R,45,50,-999
464,PERLND,MON-ULTP2,PSTEMP,MONTHLYS,UT2SEP,R,50,55,-999
465,PERLND,MON-ULTP2,PSTEMP,MONTHLYS,UT2OCT,R,55,60,-999
466,PERLND,MON-ULTP2,PSTEMP,MONTHLYS,UT2NOV,R,60,65,-999
467,PERLND,MON-ULTP2,PSTEMP,MONTHLYS,UT2DEC,R,65,70,-999
468,PERLND,MON-LGTP1,PSTEMP,MONTHLYS,OPNID,C,0,10,None
469,PERLND,MON-LGTP1,PSTEMP,MONTHLYS,LT1JAN,R,10,15,-999
470,PERLND,MON-LGTP1,PSTEMP,MONTHLYS,LT1FEB,R,15,20,-999
471,PERLND,MON-LGTP1,PSTEMP,MONTHLYS,LT1MAR,R,20,25,-999
472,PERLND,MON-LGTP1,PSTEMP,MONTHLYS,LT1APR,R,25,30,-999
473,PERLND,MON-LGTP1,PSTEMP,MONTHLYS,LT1MAY,R,30,35,-999
474,PERLND,MON-LGTP1,PSTEMP,MONTHLYS,LT1JUN,R,35,40,-999
475,PERLND,MON-LGTP1,PSTEMP,MONTHLYS,LT1JUL,R,40,45,-999
476,PERLND,MON-LGTP1,PSTEMP,MONTHLYS,LT1AUG,R,45,50,-999
477,PERLND,MON-LGTP1,PSTEMP,MONTHLYS,LT1SEP,R,50,55,-999
478,PERLND,MON-LGTP1,PSTEMP,MONTHLYS,LT1OCT,R,55,60,-999
479,PERLND,MON-LGTP1,PSTEMP,MONTHLYS,LT1NOV,R,60,65,-999
480,PERLND,MON-LGTP1,PSTEMP,MONTHLYS,LT1DEC,R,65,70,-999
481,PERLND,MON-LGTP2,PSTEMP,MONTHLYS,OPNID,C,0,10,None
482,PERLND,MON-LGTP2,PSTEMP,MONTHLYS,LT2JAN,R,10,15,-999
483,PERLND,MON-LGTP2,PSTEMP,MONTHLYS,LT2FEB,R,15,20,-999
484,PERLND,MON-LGTP2,PSTEMP,MONTHLYS,LT2MAR,R,20,25,-999
485,PERLND,MON-LGTP2,PSTEMP,MONTHLYS,LT2APR,R,25,30,-999
486,PERLND,MON-LGTP2,PSTEMP,MONTHLYS,LT2MAY,R,30,35,-999
487,PERLND,MON-LGTP2,PSTEMP,MONTHLYS,LT2JUN,R,35,40,-999
488,PERLND,MON-LGTP2,PSTEMP,MONTHLYS,LT2JUL,R,40,45,-999
489,PERLND,MON-LGTP2,PSTEMP,MONTHLYS,LT2AUG,R,45,50,-999
490,PERLND,MON-LGTP2,PSTEMP,MONTHLYS,LT2SEP,R,50,55,-999
491,PERLND,MON-LGTP2,PSTEMP,MONTHLYS,LT2OCT,R,55,60,-999
492,PERLND,MON-LGTP2,PSTEMP,MONTHLYS,LT2NOV,R,60,65,-999
493,PERLND,MON-LGTP2,PSTEMP,MONTHLYS,LT2DEC,R,65,70,-999
494,PERLND,PSTEMP-TEMPS,PSTEMP,PARAMETERS,OPNID,C,0,10,None
495,PERLND,PSTEMP-TEMPS,PSTEMP,PARAMETERS,AIRTC,R,10,20,60
496,PERLND,PSTEMP-TEMPS,PSTEMP,PARAMETERS,SLTMP,R,20,30,60
497,PERLND,PSTEMP-TEMPS,PSTEMP,PARAMETERS,ULTMP,R,30,40,60
498,PERLND,PSTEMP-TEMPS,PSTEMP,PARAMETERS,LGTMP,R,40,50,60
499,PERLND,PWT-PARM1,PWTGAS,PARAMETERS,OPNID,C,0,10,None
500,PERLND,PWT-PARM1,PWTGAS,PARAMETERS,IDVFG,I,10,15,0
501,PERLND,PWT-PARM1,PWTGAS,PARAMETERS,ICVFG,I,15,20,0
502,PERLND,PWT-PARM1,PWTGAS,PARAMETERS,GDVFG,I,20,25,0
503,PERLND,PWT-PARM1,PWTGAS,PARAMETERS,GCVFG,I,25,30,0
504,PERLND,PWT-PARM2,PWTGAS,PARAMETERS,OPNID,C,0,10,None
505,PERLND,PWT-PARM2,PWTGAS,PARAMETERS,ELEV,R,10,20,0
506,PERLND,PWT-PARM2,PWTGAS,PARAMETERS,IDOXP,R,20,30,0
507,PERLND,PWT-PARM2,PWTGAS,PARAMETERS,ICO2P,R,30,40,0
508,PERLND,PWT-PARM2,PWTGAS,PARAMETERS,ADOXP,R,40,50,0
509,PERLND,PWT-PARM2,PWTGAS,PARAMETERS,ACO2P,R,50,60,0
510,PERLND,LAT-FACTOR,PWTGAS,PARAMETERS,OPNID,C,0,10,None
511,PERLND,LAT-FACTOR,PWTGAS,PARAMETERS,SDLFAC,R,10,20,0
512,PERLND,LAT-FACTOR,PWTGAS,PARAMETERS,SLIFAC,R,20,30,0
513,PERLND,LAT-FACTOR,PWTGAS,PARAMETERS,ILIFAC,R,30,40,0
514,PERLND,LAT-FACTOR,PWTGAS,PARAMETERS,ALIFAC,R,40,50,0
515,PERLND,MON-IFWDOX,PWTGAS,MONTHLYS,OPNID,C,0,10,None
516,PERLND,MON-IFWDOX,PWTGAS,MONTHLYS,IDOJAN,R,10,15,0
517,PERLND,MON-IFWDOX,PWTGAS,MONTHLYS,IDOFEB,R,15,20,0
518,PERLND,MON-IFWDOX,PWTGAS,MONTHLYS,IDOMAR,R,20,25,0
519,PERLND,MON-IFWDOX,PWTGAS,MONTHLYS,IDOAPR,R,25,30,0
520,PERLND,MON-IFWDOX,PWTGAS,MONTHLYS,IDOMAY,R,30,35,0
521,PERLND,MON-IFWDOX,PWTGAS,MONTHLYS,IDOJUN,R,35,40,0
522,PERLND,MON-IFWDOX,PWTGAS,MONTHLYS,IDOJUL,R,40,45,0
523,PERLND,MON-IFWDOX,PWTGAS,MONTHLYS,IDOAUG,R,45,50,0
524,PERLND,MON-IFWDOX,PWTGAS,MONTHLYS,IDOSEP,R,50,55,0
525,PERLND,MON-IFWDOX,PWTGAS,MONTHLYS,IDOOCT,R,55,60,0
526,PERLND,MON-IFWDOX,PWTGAS,MONTHLYS,IDONOV,R,60,65,0
527,PERLND,MON-IFWDOX,PWTGAS,MONTHLYS,IDODEC,R,65,70,0
528,PERLND,MON-IFWCO2,PWTGAS,MONTHLYS,OPNID,C,0,10,None
529,PERLND,MON-IFWCO2,PWTGAS,MONTHLYS,CO2JAN,R,10,15,0
530,PERLND,MON-IFWCO2,PWTGAS,MONTHLYS,CO2FEB,R,15,20,0
531,PERLND,MON-IFWCO2,PWTGAS,MONTHLYS,CO2MAR,R,20,25,0
532,PERLND,MON-IFWCO2,PWTGAS,MONTHLYS,CO2APR,R,25,30,0
533,PERLND,MON-IFWCO2,PWTGAS,MONTHLYS,CO2MAY,R,30,35,0
534,PERLND,MON-IFWCO2,PWTGAS,MONTHLYS,CO2JUN,R,35,40,0
535,PERLND,MON-IFWCO2,PWTGAS,MONTHLYS,CO2JUL,R,40,45,0
536,PERLND,MON-IFWCO2,PWTGAS,MONTHLYS,CO2AUG,R,45,50,0
537,PERLND,MON-IFWCO2,PWTGAS,MONTHLYS,CO2SEP,R,50,55,0
538,PERLND,MON-IFWCO2,PWTGAS,MONTHLYS,CO2OCT,R,55,60,0
539,PERLND,MON-IFWCO2,PWTGAS,MONTHLYS,CO2NOV,R,60,65,0
540,PERLND,MON-IFWCO2,PWTGAS,MONTHLYS,CO2DEC,R,65,70,0
541,PERLND,MON-GRNDDOX,PWTGAS,MONTHLYS,OPNID,C,0,10,None
542,PERLND,MON-GRNDDOX,PWTGAS,MONTHLYS,GDOJAN,R,10,15,0
543,PERLND,MON-GRNDDOX,PWTGAS,MONTHLYS,GDOFEB,R,15,20,0
544,PERLND,MON-GRNDDOX,PWTGAS,MONTHLYS,GDOMAR,R,20,25,0
545,PERLND,MON-GRNDDOX,PWTGAS,MONTHLYS,GDOAPR,R,25,30,0
546,PERLND,MON-GRNDDOX,PWTGAS,MONTHLYS,GDOMAY,R,30,35,0
547,PERLND,MON-GRNDDOX,PWTGAS,MONTHLYS,GDOJUN,R,35,40,0
548,PERLND,MON-GRNDDOX,PWTGAS,MONTHLYS,GDOJUL,R,40,45,0
549,PERLND,MON-GRNDDOX,PWTGAS,MONTHLYS,GDOAUG,R,45,50,0
550,PERLND,MON-GRNDDOX,PWTGAS,MONTHLYS,GDOSEP,R,50,55,0
551,PERLND,MON-GRNDDOX,PWTGAS,MONTHLYS,GDOOCT,R,55,60,0
552,PERLND,MON-GRNDDOX,PWTGAS,MONTHLYS,GDONOV,R,60,65,0
553,PERLND,MON-GRNDDOX,PWTGAS,MONTHLYS,GDODEC,R,65,70,0
554,PERLND,MON-GRNDCO2,PWTGAS,MONTHLYS,OPNID,C,0,10,None
555,PERLND,MON-GRNDCO2,PWTGAS,MONTHLYS,GCOJAN,R,10,15,0
556,PERLND,MON-GRNDCO2,PWTGAS,MONTHLYS,GCOFEB,R,15,20,0
557,PERLND,MON-GRNDCO2,PWTGAS,MONTHLYS,GCOMAR,R,20,25,0
558,PERLND,MON-GRNDCO2,PWTGAS,MONTHLYS,GCOAPR,R,25,30,0
559,PERLND,MON-GRNDCO2,PWTGAS,MONTHLYS,GCOMAY,R,30,35,0
560,PERLND,MON-GRNDCO2,PWTGAS,MONTHLYS,GCOJUN,R,35,40,0
561,PERLND,MON-GRNDCO2,PWTGAS,MONTHLYS,GCOJUL,R,40,45,0
562,PERLND,MON-GRNDCO2,PWTGAS,MONTHLYS,GCOAUG,R,45,50,0
563,PERLND,MON-GRNDCO2,PWTGAS,MONTHLYS,GCOSEP,R,50,55,0
564,PERLND,MON-GRNDCO2,PWTGAS,MONTHLYS,GCOOCT,R,55,60,0
565,PERLND,MON-GRNDCO2,PWTGAS,MONTHLYS,GCONOV,R,60,65,0
566,PERLND,MON-GRNDCO2,PWTGAS,MONTHLYS,GCODEC,R,65,70,0
567,PERLND,PWT-TEMPS,PWTGAS,PARAMETERS,OPNID,C,0,10,None
568,PERLND,PWT-TEMPS,PWTGAS,PARAMETERS,SOTMP,R,10,20,60
569,PERLND,PWT-TEMPS,PWTGAS,PARAMETERS,IOTMP,R,20,30,60
570,PERLND,PWT-TEMPS,PWTGAS,PARAMETERS,AOTMP,R,30,40,60
571,PERLND,PWT-GASES,PWTGAS,PARAMETERS,OPNID,C,0,10,None
572,PERLND,PWT-GASES,PWTGAS,PARAMETERS,SODOX,R,10,20,0
573,PERLND,PWT-GASES,PWTGAS,PARAMETERS,SOCO2,R,20,30,0
574,PERLND,PWT-GASES,PWTGAS,PARAMETERS,IODOX,R,30,40,0
575,PERLND,PWT-GASES,PWTGAS,PARAMETERS,IOCO2,R,40,50,0
576,PERLND,PWT-GASES,PWTGAS,PARAMETERS,AODOX,R,50,60,0
577,PERLND,PWT-GASES,PWTGAS,PARAMETERS,AOCO2,R,60,70,0
578,PERLND,NQUALS,PQUAL,PQUAL,OPNID,C,0,10,None
579,PERLND,NQUALS,PQUAL,PQUAL,NQUAL,I,10,15,1
580,PERLND,PQL-AD-FLAGS,PQUAL,FLAGS,OPNID,C,0,11,None
581,PERLND,PQL-AD-FLAGS,PQUAL,FLAGS,PQADFG1,I,11,14,0
582,PERLND,PQL-AD-FLAGS,PQUAL,FLAGS,PQADFG2,I,14,18,0
583,PERLND,PQL-AD-FLAGS,PQUAL,FLAGS,PQADFG3,I,18,21,0
584,PERLND,PQL-AD-FLAGS,PQUAL,FLAGS,PQADFG4,I,21,25,0
585,PERLND,PQL-AD-FLAGS,PQUAL,FLAGS,PQADFG5,I,25,28,0
586,PERLND,PQL-AD-FLAGS,PQUAL,FLAGS,PQADFG6,I,28,32,0
587,PERLND,PQL-AD-FLAGS,PQUAL,FLAGS,PQADFG7,I,32,35,0
588,PERLND,PQL-AD-FLAGS,PQUAL,FLAGS,PQADFG8,I,35,39,0
589,PERLND,PQL-AD-FLAGS,PQUAL,FLAGS,PQADFG9,I,39,42,0
590,PERLND,PQL-AD-FLAGS,PQUAL,FLAGS,PQADFG10,I,42,46,0
591,PERLND,PQL-AD-FLAGS,PQUAL,FLAGS,PQADFG11,I,46,49,0
592,PERLND,PQL-AD-FLAGS,PQUAL,FLAGS,PQADFG12,I,49,53,0
593,PERLND,PQL-AD-FLAGS,PQUAL,FLAGS,PQADFG13,I,53,56,0
594,PERLND,PQL-AD-FLAGS,PQUAL,FLAGS,PQADFG14,I,56,60,0
595,PERLND,PQL-AD-FLAGS,PQUAL,FLAGS,PQADFG15,I,60,63,0
596,PERLND,PQL-AD-FLAGS,PQUAL,FLAGS,PQADFG16,I,63,67,0
597,PERLND,PQL-AD-FLAGS,PQUAL,FLAGS,PQADFG17,I,67,70,0
598,PERLND,PQL-AD-FLAGS,PQUAL,FLAGS,PQADFG18,I,70,74,0
599,PERLND,PQL-AD-FLAGS,PQUAL,FLAGS,PQADFG19,I,74,77,0
600,PERLND,PQL-AD-FLAGS,PQUAL,FLAGS,PQADFG20,I,77,80,0
601,PERLND,QUAL-PROPS,PQUAL,PQUAL,OPNID,C,0,10,None
602,PERLND,QUAL-PROPS,PQUAL,PQUAL,QUALID,C,10,22,None
603,PERLND,QUAL-PROPS,PQUAL,PQUAL,QTYID,C,26,30,None
604,PERLND,QUAL-PROPS,PQUAL,PQUAL,QSDFG,I,30,35,0
605,PERLND,QUAL-PROPS,PQUAL,PQUAL,VPFWFG,I,35,40,0
606,PERLND,QUAL-PROPS,PQUAL,PQUAL,VPFSFG,I,40,45,0
607,PERLND,QUAL-PROPS,PQUAL,PQUAL,QSOFG,I,45,50,0
608,PERLND,QUAL-PROPS,PQUAL,PQUAL,VQOFG,I,50,55,0
609,PERLND,QUAL-PROPS,PQUAL,PQUAL,QIFWFG,I,55,60,0
610,PERLND,QUAL-PROPS,PQUAL,PQUAL,VIQCFG,I,60,65,0
611,PERLND,QUAL-PROPS,PQUAL,PQUAL,QAGWFG,I,65,70,0
612,PERLND,QUAL-PROPS,PQUAL,PQUAL,VAQCFG,I,70,75,0
613,PERLND,QUAL-INPUT,PQUAL,PQUAL,OPNID,C,0,10,None
614,PERLND,QUAL-INPUT,PQUAL,PQUAL,SQO,R,10,18,0
615,PERLND,QUAL-INPUT,PQUAL,PQUAL,POTFW,R,18,26,0
616,PERLND,QUAL-INPUT,PQUAL,PQUAL,POTFS,R,26,34,0
617,PERLND,QUAL-INPUT,PQUAL,PQUAL,ACQOP,R,34,42,0
618,PERLND,QUAL-INPUT,PQUAL,PQUAL,SQOLIM,R,42,50,0.000001
619,PERLND,QUAL-INPUT,PQUAL,PQUAL,WSQOP,R,50,58,1.64
620,PERLND,QUAL-INPUT,PQUAL,PQUAL,IOQC,R,58,66,0
621,PERLND,QUAL-INPUT,PQUAL,PQUAL,AOQC,R,66,74,0
622,PERLND,MON-POTFW,PQUAL,PQUAL,OPNID,C,0,10,None
623,PERLND,MON-POTFW,PQUAL,PQUAL,WPFJAN,R,10,15,0
624,PERLND,MON-POTFW,PQUAL,PQUAL,WPFFEB,R,15,20,0
625,PERLND,MON-POTFW,PQUAL,PQUAL,WPFMAR,R,20,25,0
